"","line","lyric","element","track_name","album_name"
"2207",23,"Held out, and held on","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2208",24,"God knows, too long, and wasted time","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2209",25,"Lost tears, swore that I'd get out of here","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2210",26,"But no amount of freedom gets you clean","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2211",27,"I've still got you all over me","Chorus","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2212",28,"I lived, and I learned","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2213",29,"And found out what it was to turn around","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2214",30,"And see that we","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2215",31,"Were never really meant to be","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2216",32,"So I lied, and I cried","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2217",33,"And I watched a part of myself die","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2218",34,"'Cause no amount of freedom gets you clean","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2219",35,"I've still got you all over me","Bridge","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2220",36,"I've still got you all over me","Outro","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2221",37,"Still got you all over me","Outro","You All Over Me (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2222",1,"Mr. ""Perfect face""","Verse 1","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2223",2,"Mr. ""Here to stay""","Verse 1","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2224",3,"Mr. ""Looked me in the eye and told me you would never go away""","Verse 1","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2225",4,"Everything was right","Verse 1","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2226",5,"Mr. ""I've been waitin' for you all my life""","Verse 1","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2227",6,"Mr. ""Every single day until the end, I will be by your side""","Verse 1","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2228",7,"But that was when I got to know Mr. ""Change of heart""","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2229",8,"Mr. ""Leaves me all alone,"" I fall apart","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2230",9,"It takes everything in me just to get up each day","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2231",10,"But it's wonderful to see that you're okay","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2232",11,"Hello, Mr. ""Perfectly fine""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2233",12,"How's your heart after breakin' mine?","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2234",13,"Mr. ""Always at the right place at the right time,"" baby","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2235",14,"Hello, Mr. ""Casually cruel""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2236",15,"Mr. ""Everything revolves around you""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2237",16,"I've been Miss Misery since your goodbye","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2238",17,"And you're Mr. ""Perfectly fine""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2239",18,"Mr. ""Never told me why""","Verse 2","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2240",19,"Mr. ""Never had to see me cry""","Verse 2","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2241",20,"Mr. ""Insincere apology so he doesn't look like the bad guy""","Verse 2","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2242",21,"He goes about his day","Verse 2","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2243",22,"Forgets he ever even heard my name","Verse 2","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2244",23,"Well, I thought you might be different than the rest, I guess you're all the same","Verse 2","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2245",24,"'Cause I hear he's got his arm 'round a brand-new girl","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2246",25,"I've been pickin' up my heart, he's been pickin' up her","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2247",26,"And I never got past what you put me through","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2248",27,"But it's wonderful to see that it never fazed you","Pre-Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2249",28,"Hello, Mr. ""Perfectly fine""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2250",29,"How's your heart after breakin' mine?","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2251",30,"Mr. ""Always at the right place at the right time,"" baby","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2252",31,"Hello, Mr. ""Casually cruel""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2253",32,"Mr. ""Everything revolves around you""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2254",33,"I've been Miss Misery since your goodbye","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2255",34,"And you're Mr. ""Perfectly fine""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2256",35,"So dignified in your well-pressed suit","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2257",36,"So strategized, all the eyes on you","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2258",37,"Sashay your way to your seat","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2259",38,"It's the best seat, in the best room","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2260",39,"Oh, he's so smug, Mr. ""Always wins""","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2261",40,"So far above me in every sense","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2262",41,"So far above feeling anything","Verse 3","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2263",42,"And it's really such a shame","Bridge","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2264",43,"It's such a shame","Bridge","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2265",44,"'Cause I was Miss ""Here to stay""","Bridge","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2266",45,"Now I'm Miss ""Gonna be alright someday""","Bridge","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2267",46,"And someday maybe you'll miss me","Bridge","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2268",47,"But by then, you'll be Mr. ""Too late""","Bridge","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2269",48,"Goodbye, Mr. ""Perfectly fine""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2270",49,"How's your heart after breakin' mine?","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2271",50,"Mr. ""Always at the right place at the right time,"" baby","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2272",51,"Goodbye, Mr. ""Casually cruel""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2273",52,"Mr. ""Everything revolves around you""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2274",53,"I've been Miss Misery for the last time","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2275",54,"And you're Mr. ""Perfectly fine""","Chorus","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2276",55,"You're perfectly fine","Outro","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2277",56,"Mr. ""Look me in the eye and told me you would never go away""","Outro","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2278",57,"You said you'd never go away","Outro","Mr. Perfectly Fine (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2279",1,"We used to walk along the streets","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2280",2,"When the porch lights were shining bright","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2281",3,"Before I had somewhere to be","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2282",4,"Back when we had all night and we were happy","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2283",5,"I do recall a good while back, we snuck into the circus","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2284",6,"You threw your arms around my neck, back when I deserved it","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2285",7,"And we were happy","Verse 1","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2286",8,"When it was good, baby, it was good, baby","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2287",9,"We showed 'em all up","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2288",10,"No one could touch the way we laughed in the dark","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2289",11,"Talking 'bout your daddy's farm we were gonna buy someday","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2290",12,"And we were happy","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2291",13,"We used to watch the sun go down on the boats in the water","Verse 2","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2292",14,"That's sorta how I feel right now","Verse 2","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2293",15,"And goodbye's so much harder 'cause we were happy","Verse 2","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2294",16,"When it was good, baby, it was good, baby","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2295",17,"We showed 'em all up","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2296",18,"No one could touch the way we laughed in the dark","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2297",19,"Talking 'bout your daddy's farm we were gonna buy someday","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2298",20,"And we were happy","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2299",21,"We were happy","Chorus","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2300",22,"Oh, I hate those voices telling me I'm not in love anymore","Bridge","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2301",23,"But they don't give me choices and that's what these tears are for","Bridge","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
"2302",24,"'Cause we were happy","Bridge","We Were Happy (Taylor's Version) (From The Vault)","Fearless (Taylor's Version)"
