"","line","lyric","element","track_name","album_name"
"6398",4,"You and me from the night before, but","Verse 1","New Year's Day","reputation"
"6399",5,"Don't read the last page","Chorus","New Year's Day","reputation"
"6400",6,"But I stay when you're lost and I'm scared and you're turning away","Chorus","New Year's Day","reputation"
"6401",7,"I want your midnights","Chorus","New Year's Day","reputation"
"6402",8,"But I'll be cleaning up bottles with you on New Year's Day","Chorus","New Year's Day","reputation"
"6403",9,"You squeeze my hand three times in the back of the taxi","Verse 2","New Year's Day","reputation"
"6404",10,"I can tell that it's gonna be a long road","Verse 2","New Year's Day","reputation"
"6405",11,"I'll be there if you're the toast of the town, babe","Verse 2","New Year's Day","reputation"
"6406",12,"Or if you strike out and you're crawling home","Verse 2","New Year's Day","reputation"
"6407",13,"Don't read the last page","Chorus","New Year's Day","reputation"
"6408",14,"But I stay when it's hard or it's wrong or we're making mistakes","Chorus","New Year's Day","reputation"
"6409",15,"I want your midnights","Chorus","New Year's Day","reputation"
"6410",16,"But I'll be cleaning up bottles with you on New Year's Day","Chorus","New Year's Day","reputation"
"6411",17,"Hold on to the memories, they will hold on to you","Post-Chorus","New Year's Day","reputation"
"6412",18,"Hold on to the memories, they will hold on to you","Post-Chorus","New Year's Day","reputation"
"6413",19,"Hold on to the memories, they will hold on to you","Post-Chorus","New Year's Day","reputation"
"6414",20,"And I will hold on to you","Post-Chorus","New Year's Day","reputation"
"6415",21,"Please don't ever become a stranger","Bridge","New Year's Day","reputation"
"6416",22,"Whose laugh I could recognize anywhere","Bridge","New Year's Day","reputation"
"6417",23,"Please don't ever become a stranger","Bridge","New Year's Day","reputation"
"6418",24,"Whose laugh I could recognize anywhere","Bridge","New Year's Day","reputation"
"6419",25,"There's glitter on the floor after the party","Verse 3","New Year's Day","reputation"
"6420",26,"Girls carrying their shoes down in the lobby","Verse 3","New Year's Day","reputation"
"6421",27,"Candle wax and Polaroids on the hardwood floor","Verse 3","New Year's Day","reputation"
"6422",28,"You and me forevermore","Verse 3","New Year's Day","reputation"
"6423",29,"Don't read the last page","Chorus","New Year's Day","reputation"
"6424",30,"But I stay when it's hard or it's wrong or we're making mistakes","Chorus","New Year's Day","reputation"
"6425",31,"I want your midnights","Chorus","New Year's Day","reputation"
"6426",32,"But I'll be cleaning up bottles with you on New Year's Day","Chorus","New Year's Day","reputation"
"6427",33,"Hold on to the memories, they will hold on to you","Post-Chorus","New Year's Day","reputation"
"6428",34,"Hold on to the memories, they will hold on to you","Post-Chorus","New Year's Day","reputation"
"6429",35,"Hold on to the memories, they will hold on to you","Post-Chorus","New Year's Day","reputation"
"6430",36,"And I will hold on to you","Post-Chorus","New Year's Day","reputation"
"6431",37,"Please don't ever become a stranger","Outro","New Year's Day","reputation"
"6432",38,"(To the memories, they will hold on to you)","Outro","New Year's Day","reputation"
"6433",39,"Whose laugh I could recognize anywhere","Outro","New Year's Day","reputation"
"6434",40,"(Hold on to the memories, they will hold on to you)","Outro","New Year's Day","reputation"
"6435",41,"Please don't ever become a stranger","Outro","New Year's Day","reputation"
"6436",42,"(Hold on to the memories, they will hold on to you)","Outro","New Year's Day","reputation"
"6437",43,"Whose laugh I could recognize anywhere","Outro","New Year's Day","reputation"
"6438",44,"(I will hold on to you)","Outro","New Year's Day","reputation"
"6439",1,"How many days did I spend thinking","Verse 1","I Forgot That You Existed","Lover"
"6440",2,"'Bout how you did me wrong, wrong, wrong?","Verse 1","I Forgot That You Existed","Lover"
"6441",3,"Lived in the shade you were throwing","Verse 1","I Forgot That You Existed","Lover"
"6442",4,"'Til all of my sunshine was gone, gone, gone","Verse 1","I Forgot That You Existed","Lover"
"6443",5,"And I couldn't get away from ya","Verse 1","I Forgot That You Existed","Lover"
"6444",6,"In my feelings more than Drake, so yeah","Verse 1","I Forgot That You Existed","Lover"
"6445",7,"Your name on my lips, tongue-tied","Verse 1","I Forgot That You Existed","Lover"
"6446",8,"Free rent, living in my mind","Verse 1","I Forgot That You Existed","Lover"
"6447",9,"But then something happened one magical night","Pre-Chorus","I Forgot That You Existed","Lover"
"6448",10,"I forgot that you existed","Chorus","I Forgot That You Existed","Lover"
"6449",11,"And I thought that it would kill me, but it didn't","Chorus","I Forgot That You Existed","Lover"
"6450",12,"And it was so nice","Chorus","I Forgot That You Existed","Lover"
"6451",13,"So peaceful and quiet","Chorus","I Forgot That You Existed","Lover"
"6452",14,"I forgot that you existed","Chorus","I Forgot That You Existed","Lover"
"6453",15,"It isn't love, it isn't hate, it's just indifference","Chorus","I Forgot That You Existed","Lover"
"6454",16,"I forgot that you","Chorus","I Forgot That You Existed","Lover"
"6455",17,"Got out some popcorn","Verse 2","I Forgot That You Existed","Lover"
"6456",18,"As soon as my rep started going down, down, down","Verse 2","I Forgot That You Existed","Lover"
"6457",19,"Laughed on the school yard","Verse 2","I Forgot That You Existed","Lover"
"6458",20,"As soon as I tripped up and hit the ground, ground, ground","Verse 2","I Forgot That You Existed","Lover"
"6459",21,"And I would've stuck around for ya","Verse 2","I Forgot That You Existed","Lover"
"6460",22,"Would've fought the whole town, so yeah","Verse 2","I Forgot That You Existed","Lover"
"6461",23,"Would've been right there, front row","Verse 2","I Forgot That You Existed","Lover"
"6462",24,"Even if nobody came to your show","Verse 2","I Forgot That You Existed","Lover"
"6463",25,"But you showed who you are, then one magical night","Pre-Chorus","I Forgot That You Existed","Lover"
"6464",26,"I forgot that you existed","Chorus","I Forgot That You Existed","Lover"
"6465",27,"And I thought that it would kill me, but it didn't","Chorus","I Forgot That You Existed","Lover"
"6466",28,"And it was so nice","Chorus","I Forgot That You Existed","Lover"
"6467",29,"So peaceful and quiet","Chorus","I Forgot That You Existed","Lover"
"6468",30,"I forgot that you existed","Chorus","I Forgot That You Existed","Lover"
"6469",31,"It isn't love, it isn't hate, it's just indifference","Chorus","I Forgot That You Existed","Lover"
"6470",32,"I forgot that you","Chorus","I Forgot That You Existed","Lover"
"6471",33,"Sent me a clear message","Bridge","I Forgot That You Existed","Lover"
"6472",34,"Taught me some hard lessons","Bridge","I Forgot That You Existed","Lover"
"6473",35,"I just forget what they were","Bridge","I Forgot That You Existed","Lover"
"6474",36,"It's all just a blur","Bridge","I Forgot That You Existed","Lover"
"6475",37,"I forgot that you existed","Chorus","I Forgot That You Existed","Lover"
"6476",38,"And I thought that it would kill me, but it didn't","Chorus","I Forgot That You Existed","Lover"
"6477",39,"And it was so nice","Chorus","I Forgot That You Existed","Lover"
"6478",40,"So peaceful and quiet","Chorus","I Forgot That You Existed","Lover"
"6479",41,"I forgot that you existed","Chorus","I Forgot That You Existed","Lover"
"6480",42,"I did, I did, I did","Chorus","I Forgot That You Existed","Lover"
"6481",43,"It isn't hate, it's just indifference","Chorus","I Forgot That You Existed","Lover"
"6482",44,"It isn't love, it isn't hate, it's just indifference","Chorus","I Forgot That You Existed","Lover"
"6483",45,"So, yeah","Chorus","I Forgot That You Existed","Lover"
"6484",1,"(Yeah, yeah, yeah, yeah)","Intro","Cruel Summer","Lover"
"6485",2,"Fever dream high in the quiet of the night","Verse 1","Cruel Summer","Lover"
"6486",3,"You know that I caught it (Oh yeah, you're right, I want it)","Verse 1","Cruel Summer","Lover"
"6487",4,"Bad, bad boy, shiny toy with a price","Verse 1","Cruel Summer","Lover"
"6488",5,"You know that I bought it (Oh yeah, you're right, I want it)","Verse 1","Cruel Summer","Lover"
"6489",6,"Killing me slow, out the window","Pre-Chorus","Cruel Summer","Lover"
"6490",7,"I'm always waiting for you to be waiting below","Pre-Chorus","Cruel Summer","Lover"
"6491",8,"Devils roll the dice, angels roll their eyes","Pre-Chorus","Cruel Summer","Lover"
"6492",9,"What doesn't kill me makes me want you more","Pre-Chorus","Cruel Summer","Lover"
"6493",10,"And it's new, the shape of your body","Chorus","Cruel Summer","Lover"
"6494",11,"It's blue, the feeling I've got","Chorus","Cruel Summer","Lover"
"6495",12,"And it's ooh, whoa oh","Chorus","Cruel Summer","Lover"
"6496",13,"It's a cruel summer","Chorus","Cruel Summer","Lover"
"6497",14,"It's cool, that's what I tell 'em","Chorus","Cruel Summer","Lover"
"6498",15,"No rules in breakable heaven","Chorus","Cruel Summer","Lover"
"6499",16,"But ooh, whoa oh","Chorus","Cruel Summer","Lover"
"6500",17,"It's a cruel summer","Chorus","Cruel Summer","Lover"
"6501",18,"With you","Chorus","Cruel Summer","Lover"
"6502",19,"Hang your head low in the glow of the vending machine","Verse 2","Cruel Summer","Lover"
"6503",20,"I'm not dying (Oh yeah, you're right, I want it)","Verse 2","Cruel Summer","Lover"
"6504",21,"We say that we'll just screw it up in these trying times","Verse 2","Cruel Summer","Lover"
"6505",22,"We're not trying (Oh yeah, you're right, I want it)","Verse 2","Cruel Summer","Lover"
"6506",23,"So cut the headlights, summer's a knife","Pre-Chorus 2","Cruel Summer","Lover"
"6507",24,"I'm always waiting for you just to cut to the bone","Pre-Chorus 2","Cruel Summer","Lover"
"6508",25,"Devils roll the dice, angels roll their eyes","Pre-Chorus 2","Cruel Summer","Lover"
"6509",26,"And if I bleed, you'll be the last to know","Pre-Chorus 2","Cruel Summer","Lover"
"6510",27,"Oh, it's new, the shape of your body","Chorus","Cruel Summer","Lover"
"6511",28,"It's blue, the feeling I've got","Chorus","Cruel Summer","Lover"
"6512",29,"And it's ooh, whoa oh","Chorus","Cruel Summer","Lover"
"6513",30,"It's a cruel summer","Chorus","Cruel Summer","Lover"
"6514",31,"It's cool, that's what I tell 'em","Chorus","Cruel Summer","Lover"
"6515",32,"No rules in breakable heaven","Chorus","Cruel Summer","Lover"
"6516",33,"But ooh, whoa oh","Chorus","Cruel Summer","Lover"
"6517",34,"It's a cruel summer","Chorus","Cruel Summer","Lover"
"6518",35,"With you","Chorus","Cruel Summer","Lover"
"6519",36,"I'm drunk in the back of the car","Bridge","Cruel Summer","Lover"
"6520",37,"And I cried like a baby coming home from the bar (Oh)","Bridge","Cruel Summer","Lover"
"6521",38,"Said, ""I'm fine,"" but it wasn't true","Bridge","Cruel Summer","Lover"
"6522",39,"I don't wanna keep secrets just to keep you","Bridge","Cruel Summer","Lover"
"6523",40,"And I snuck in through the garden gate","Bridge","Cruel Summer","Lover"
"6524",41,"Every night that summer just to seal my fate (Oh)","Bridge","Cruel Summer","Lover"
"6525",42,"And I scream, ""For whatever it's worth","Bridge","Cruel Summer","Lover"
"6526",43,"I love you, ain't that the worst thing you ever heard?""","Bridge","Cruel Summer","Lover"
"6527",44,"He looks up, grinning like a devil","Bridge","Cruel Summer","Lover"
"6528",45,"It's new, the shape of your body","Chorus","Cruel Summer","Lover"
"6529",46,"It's blue, the feeling I've got","Chorus","Cruel Summer","Lover"
"6530",47,"And it's ooh, whoa oh","Chorus","Cruel Summer","Lover"
"6531",48,"It's a cruel summer","Chorus","Cruel Summer","Lover"
"6532",49,"It's cool, that's what I tell 'em","Chorus","Cruel Summer","Lover"
"6533",50,"No rules in breakable heaven","Chorus","Cruel Summer","Lover"
"6534",51,"But ooh, whoa oh","Chorus","Cruel Summer","Lover"
"6535",52,"It's a cruel summer","Chorus","Cruel Summer","Lover"
"6536",53,"With you","Chorus","Cruel Summer","Lover"
"6537",54,"I'm drunk in the back of the car","Outro","Cruel Summer","Lover"
"6538",55,"And I cried like a baby coming home from the bar (Oh)","Outro","Cruel Summer","Lover"
"6539",56,"Said, ""I'm fine,"" but it wasn't true","Outro","Cruel Summer","Lover"
"6540",57,"I don't wanna keep secrets just to keep you","Outro","Cruel Summer","Lover"
"6541",58,"And I snuck in through the garden gate","Outro","Cruel Summer","Lover"
"6542",59,"Every night that summer just to seal my fate (Oh)","Outro","Cruel Summer","Lover"
"6543",60,"And I scream, ""For whatever it's worth","Outro","Cruel Summer","Lover"
"6544",61,"I love you, ain't that the worst thing you ever heard?""","Outro","Cruel Summer","Lover"
"6545",62,"(Yeah, yeah, yeah, yeah)","Outro","Cruel Summer","Lover"
"6546",1,"We could leave the Christmas lights up 'til January","Verse 1","Lover","Lover"
"6547",2,"And this is our place, we make the rules","Verse 1","Lover","Lover"
"6548",3,"And there's a dazzling haze, a mysterious way about you, dear","Verse 1","Lover","Lover"
"6549",4,"Have I known you twenty seconds or twenty years?","Verse 1","Lover","Lover"
"6550",5,"Can I go where you go?","Chorus","Lover","Lover"
"6551",6,"Can we always be this close?","Chorus","Lover","Lover"
"6552",7,"Forever and ever, ah","Chorus","Lover","Lover"
"6553",8,"Take me out, and take me home","Chorus","Lover","Lover"
"6554",9,"You're my, my, my, my lover","Chorus","Lover","Lover"
"6555",10,"We could let our friends crash in the living room","Verse 2","Lover","Lover"
"6556",11,"This is our place, we make the call","Verse 2","Lover","Lover"
"6557",12,"And I'm highly suspicious that everyone who sees you wants you","Verse 2","Lover","Lover"
"6558",13,"I've loved you three summers now, honey, but I want 'em all","Verse 2","Lover","Lover"
"6559",14,"Can I go where you go?","Chorus","Lover","Lover"
"6560",15,"Can we always be this close?","Chorus","Lover","Lover"
"6561",16,"Forever and ever, ah","Chorus","Lover","Lover"
"6562",17,"Take me out, and take me home (Forever and ever)","Chorus","Lover","Lover"
"6563",18,"You're my, my, my, my lover","Chorus","Lover","Lover"
"6564",19,"Ladies and gentlemen, will you please stand?","Bridge","Lover","Lover"
"6565",20,"With every guitar string scar on my hand","Bridge","Lover","Lover"
"6566",21,"I take this magnetic force of a man to be my lover","Bridge","Lover","Lover"
"6567",22,"My heart's been borrowed and yours has been blue","Bridge","Lover","Lover"
"6568",23,"All's well that ends well to end up with you","Bridge","Lover","Lover"
"6569",24,"Swear to be overdramatic and true to my lover","Bridge","Lover","Lover"
"6570",25,"And you'll save all your dirtiest jokes for me","Bridge","Lover","Lover"
"6571",26,"And at every table, I'll save you a seat, lover","Bridge","Lover","Lover"
"6572",27,"Can I go where you go?","Chorus","Lover","Lover"
"6573",28,"Can we always be this close?","Chorus","Lover","Lover"
"6574",29,"Forever and ever, ah","Chorus","Lover","Lover"
"6575",30,"Take me out, and take me home (Forever and ever)","Chorus","Lover","Lover"
"6576",31,"You're my, my, my, my","Chorus","Lover","Lover"
"6577",32,"Oh, you're my, my, my, my","Chorus","Lover","Lover"
"6578",33,"Darling, you're my, my, my, my lover","Chorus","Lover","Lover"
"6579",1,"I would be complex, I would be cool","Verse 1","The Man","Lover"
"6580",2,"They'd say I played the field before I found someone to commit to","Verse 1","The Man","Lover"
"6581",3,"And that would be okay for me to do","Verse 1","The Man","Lover"
"6582",4,"Every conquest I had made would make me more of a boss to you","Verse 1","The Man","Lover"
"6583",5,"I'd be a fearless leader","Pre-Chorus","The Man","Lover"
"6584",6,"I'd be an alpha type","Pre-Chorus","The Man","Lover"
"6585",7,"When everyone believes ya","Pre-Chorus","The Man","Lover"
"6586",8,"What's that like?","Pre-Chorus","The Man","Lover"
"6587",9,"I'm so sick of running as fast as I can","Chorus","The Man","Lover"
"6588",10,"Wondering if I'd get there quicker if I was a man","Chorus","The Man","Lover"
"6589",11,"And I'm so sick of them coming at me again","Chorus","The Man","Lover"
"6590",12,"'Cause if I was a man, then I'd be the man","Chorus","The Man","Lover"
"6591",13,"I'd be the man","Chorus","The Man","Lover"
"6592",14,"I'd be the man","Chorus","The Man","Lover"
"6593",15,"They'd say I hustled, put in the work","Verse 2","The Man","Lover"
"6594",16,"They wouldn't shake their heads and question how much of this I deserve","Verse 2","The Man","Lover"
"6595",17,"What I was wearing, if I was rude","Verse 2","The Man","Lover"
"6596",18,"Could all be separated from my good ideas and power moves","Verse 2","The Man","Lover"
"6597",19,"And they would toast to me, oh, let the players play","Pre-Chorus","The Man","Lover"
"6598",20,"I'd be just like Leo in Saint-Tropez","Pre-Chorus","The Man","Lover"
"6599",21,"I'm so sick of running as fast as I can","Chorus","The Man","Lover"
"6600",22,"Wondering if I'd get there quicker if I was a man","Chorus","The Man","Lover"
"6601",23,"And I'm so sick of them coming at me again","Chorus","The Man","Lover"
"6602",24,"'Cause if I was a man, then I'd be the man","Chorus","The Man","Lover"
"6603",25,"I'd be the man","Chorus","The Man","Lover"
"6604",26,"I'd be the man","Chorus","The Man","Lover"
"6605",27,"What's it like to brag about raking in dollars","Bridge","The Man","Lover"
"6606",28,"And getting bitches and models?","Bridge","The Man","Lover"
"6607",29,"And it's all good if you're bad","Bridge","The Man","Lover"
"6608",30,"And it's okay if you're mad","Bridge","The Man","Lover"
"6609",31,"If I was out flashing my dollars","Bridge","The Man","Lover"
"6610",32,"I'd be a bitch, not a baller","Bridge","The Man","Lover"
"6611",33,"They'd paint me out to be bad","Bridge","The Man","Lover"
"6612",34,"So, it's okay that I'm mad","Bridge","The Man","Lover"
"6613",35,"I'm so sick of running as fast as I can","Chorus","The Man","Lover"
"6614",36,"Wondering if I'd get there quicker if I was a man (You know that)","Chorus","The Man","Lover"
"6615",37,"And I'm so sick of them coming at me again (Coming at me again)","Chorus","The Man","Lover"
"6616",38,"'Cause if I was a man (If I was a man)","Chorus","The Man","Lover"
"6617",39,"Then I'd be the man (Then I'd be the man)","Chorus","The Man","Lover"
"6618",40,"I'm so sick of running as fast as I can (As fast as I can)","Chorus","The Man","Lover"
"6619",41,"Wondering if I'd get there quicker if I was a man (Hey)","Chorus","The Man","Lover"
"6620",42,"And I'm so sick of them coming at me again (Coming at me again)","Chorus","The Man","Lover"
"6621",43,"'Cause if I was a man (If I was a man), then I'd be the man","Chorus","The Man","Lover"
"6622",44,"I'd be the man","Chorus","The Man","Lover"
"6623",45,"I'd be the man (Oh)","Chorus","The Man","Lover"
"6624",46,"I'd be the man (Yeah)","Chorus","The Man","Lover"
"6625",47,"I'd be the man (I'd be the man)","Chorus","The Man","Lover"
"6626",48,"If I was a man, then I'd be the man","Outro","The Man","Lover"
"6627",1,"Combat, I'm ready for combat","Verse 1","The Archer","Lover"
"6628",2,"I say I don't want that, but what if I do?","Verse 1","The Archer","Lover"
"6629",3,"'Cause cruelty wins in the movies","Verse 1","The Archer","Lover"
"6630",4,"I've got a hundred thrown-out speeches I almost said to you","Verse 1","The Archer","Lover"
"6631",5,"Easy they come, easy they go","Pre-Chorus","The Archer","Lover"
"6632",6,"I jump from the train, I ride off alone","Pre-Chorus","The Archer","Lover"
"6633",7,"I never grew up, it's getting so old","Pre-Chorus","The Archer","Lover"
"6634",8,"Help me hold on to you","Pre-Chorus","The Archer","Lover"
"6635",9,"I've been the archer, I've been the prey","Chorus","The Archer","Lover"
"6636",10,"Who could ever leave me, darling","Chorus","The Archer","Lover"
"6637",11,"But who could stay?","Chorus","The Archer","Lover"
"6638",12,"Dark side, I search for your dark side","Verse 2","The Archer","Lover"
"6639",13,"But what if I'm alright, right, right, right here?","Verse 2","The Archer","Lover"
"6640",14,"And I cut off my nose just to spite my face","Verse 2","The Archer","Lover"
"6641",15,"Then I hate my reflection for years and years","Verse 2","The Archer","Lover"
"6642",16,"I wake in the night, I pace like a ghost","Pre-Chorus","The Archer","Lover"
"6643",17,"The room is on fire, invisible smoke","Pre-Chorus","The Archer","Lover"
"6644",18,"And all of my heroes die all alone","Pre-Chorus","The Archer","Lover"
"6645",19,"Help me hold on to you","Pre-Chorus","The Archer","Lover"
"6646",20,"I've been the archer, I've been the prey","Chorus","The Archer","Lover"
"6647",21,"Screaming, who could ever leave me, darling","Chorus","The Archer","Lover"
"6648",22,"But who could stay?","Chorus","The Archer","Lover"
"6649",23,"(I see right through me, I see right through me)","Chorus","The Archer","Lover"
"6650",24,"'Cause they see right through me","Bridge","The Archer","Lover"
"6651",25,"They see right through me","Bridge","The Archer","Lover"
"6652",26,"They see right through","Bridge","The Archer","Lover"
"6653",27,"Can you see right through me?","Bridge","The Archer","Lover"
"6654",28,"They see right through","Bridge","The Archer","Lover"
"6655",29,"They see right through me","Bridge","The Archer","Lover"
"6656",30,"I see right through me","Bridge","The Archer","Lover"
"6657",31,"I see right through me","Bridge","The Archer","Lover"
"6658",32,"All the king's horses, all the king's men","Pre-Chorus","The Archer","Lover"
"6659",33,"Couldn't put me together again","Pre-Chorus","The Archer","Lover"
"6660",34,"'Cause all of my enemies started out friends","Pre-Chorus","The Archer","Lover"
"6661",35,"Help me hold on to you","Pre-Chorus","The Archer","Lover"
"6662",36,"I've been the archer, I've been the prey","Chorus","The Archer","Lover"
"6663",37,"Who could ever leave me, darling","Chorus","The Archer","Lover"
"6664",38,"But who could stay?","Chorus","The Archer","Lover"
"6665",39,"(I see right through me, I see right through me)","Chorus","The Archer","Lover"
"6666",40,"Who could stay?","Chorus","The Archer","Lover"
"6667",41,"Who could stay?","Chorus","The Archer","Lover"
"6668",42,"Who could stay?","Chorus","The Archer","Lover"
"6669",43,"You could stay","Chorus","The Archer","Lover"
"6670",44,"You could stay","Chorus","The Archer","Lover"
"6671",45,"Combat, I'm ready for combat","Outro","The Archer","Lover"
"6672",1,"I think he knows","Verse 1","I Think He Knows","Lover"
"6673",2,"His footprints on the sidewalk","Verse 1","I Think He Knows","Lover"
"6674",3,"Lead to where I can't stop","Verse 1","I Think He Knows","Lover"
"6675",4,"Go there every night","Verse 1","I Think He Knows","Lover"
"6676",5,"I think he knows","Verse 1","I Think He Knows","Lover"
"6677",6,"His hands around a cold glass","Verse 1","I Think He Knows","Lover"
"6678",7,"Make me wanna know that","Verse 1","I Think He Knows","Lover"
"6679",8,"Body like it's mine","Verse 1","I Think He Knows","Lover"
"6680",9,"He got that boyish look that I like in a man","Pre-Chorus","I Think He Knows","Lover"
"6681",10,"I am an architect, I'm drawing up the plans","Pre-Chorus","I Think He Knows","Lover"
"6682",11,"It's like I'm 17, nobody understands","Pre-Chorus","I Think He Knows","Lover"
"6683",12,"No one understands","Pre-Chorus","I Think He Knows","Lover"
"6684",13,"He got my heartbeat","Chorus","I Think He Knows","Lover"
"6685",14,"Skipping down 16th Avenue","Chorus","I Think He Knows","Lover"
"6686",15,"Got that, ah, I mean","Chorus","I Think He Knows","Lover"
"6687",16,"Wanna see what's under that attitude like","Chorus","I Think He Knows","Lover"
"6688",17,"I want you, bless my soul","Chorus","I Think He Knows","Lover"
"6689",18,"And I ain't gotta tell him, I think he knows","Chorus","I Think He Knows","Lover"
"6690",19,"I think he knows","Chorus","I Think He Knows","Lover"
"6691",20,"I think he knows","Verse 2","I Think He Knows","Lover"
"6692",21,"When we get all alone","Verse 2","I Think He Knows","Lover"
"6693",22,"I'll make myself at home","Verse 2","I Think He Knows","Lover"
"6694",23,"And he'll want me to stay","Verse 2","I Think He Knows","Lover"
"6695",24,"I think he knows","Verse 2","I Think He Knows","Lover"
"6696",25,"He'd better lock it down","Verse 2","I Think He Knows","Lover"
"6697",26,"Or I won't stick around","Verse 2","I Think He Knows","Lover"
"6698",27,"'Cause good ones never wait (Ha)","Verse 2","I Think He Knows","Lover"
"6699",28,"He got that boyish look that I like in a man","Pre-Chorus","I Think He Knows","Lover"
"6700",29,"I am an architect, I'm drawing up the plans","Pre-Chorus","I Think He Knows","Lover"
"6701",30,"He's so obsessed with me and, boy, I understand","Pre-Chorus","I Think He Knows","Lover"
"6702",31,"Boy, I understand","Pre-Chorus","I Think He Knows","Lover"
"6703",32,"He got my heartbeat (Heartbeat)","Chorus","I Think He Knows","Lover"
"6704",33,"Skipping down 16th Avenue","Chorus","I Think He Knows","Lover"
"6705",34,"Got that, ah, I mean (I mean)","Chorus","I Think He Knows","Lover"
"6706",35,"Wanna see what's under that attitude like","Chorus","I Think He Knows","Lover"
"6707",36,"I want you, bless my soul","Chorus","I Think He Knows","Lover"
"6708",37,"And I ain't gotta tell him, I think he knows","Chorus","I Think He Knows","Lover"
"6709",38,"I think he knows","Chorus","I Think He Knows","Lover"
"6710",39,"I want you, bless my","Post-Chorus","I Think He Knows","Lover"
"6711",40,"I want you, bless my","Post-Chorus","I Think He Knows","Lover"
"6712",41,"I want you, bless my","Post-Chorus","I Think He Knows","Lover"
"6713",42,"I want you, bless my soul","Post-Chorus","I Think He Knows","Lover"
"6714",43,"Lyrical smile, indigo eyes, hand on my thigh","Bridge","I Think He Knows","Lover"
"6715",44,"We could follow the sparks, I'll drive","Bridge","I Think He Knows","Lover"
"6716",45,"Lyrical smile, indigo eyes, hand on my thigh","Bridge","I Think He Knows","Lover"
"6717",46,"We could follow the sparks, I'll drive","Bridge","I Think He Knows","Lover"
"6718",47,"""So where we gonna go?""","Bridge","I Think He Knows","Lover"
"6719",48,"I whisper in the dark","Bridge","I Think He Knows","Lover"
"6720",49,"""Where we gonna go?""","Bridge","I Think He Knows","Lover"
"6721",50,"I think he knows","Bridge","I Think He Knows","Lover"
"6722",51,"He got my heartbeat (Heartbeat)","Chorus","I Think He Knows","Lover"
"6723",52,"Skipping down 16th Avenue (Baby)","Chorus","I Think He Knows","Lover"
"6724",53,"Got that, ah, I mean (I mean)","Chorus","I Think He Knows","Lover"
"6725",54,"Wanna see what's under that attitude like (Yeah)","Chorus","I Think He Knows","Lover"
"6726",55,"I want you, bless my soul","Chorus","I Think He Knows","Lover"
"6727",56,"And I ain't gotta tell him, I think he knows","Chorus","I Think He Knows","Lover"
"6728",57,"I think he knows","Chorus","I Think He Knows","Lover"
"6729",58,"I want you, bless my","Post-Chorus","I Think He Knows","Lover"
"6730",59,"I want you, bless my","Post-Chorus","I Think He Knows","Lover"
"6731",60,"I want you, bless my (Oh, baby)","Post-Chorus","I Think He Knows","Lover"
"6732",61,"I want you, bless my soul (He got my heartbeat)","Post-Chorus","I Think He Knows","Lover"
"6733",62,"I want you, bless my (Skipping down 16th Avenue, baby)","Post-Chorus","I Think He Knows","Lover"
"6734",63,"I want you, bless my","Post-Chorus","I Think He Knows","Lover"
"6735",64,"I want you, bless my soul","Post-Chorus","I Think He Knows","Lover"
"6736",65,"And I ain't gotta tell him, I think he knows","Post-Chorus","I Think He Knows","Lover"
"6737",1,"You know I adore you, I'm crazier for you","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6738",2,"Than I was at 16, lost in a film scene","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6739",3,"Waving homecoming queens, marching band playing","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6740",4,"I'm lost in the lights","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6741",5,"American glory faded before me","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6742",6,"Now I'm feeling hopeless, ripped up my prom dress","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6743",7,"Running through rose thorns, I saw the scoreboard","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6744",8,"And ran for my life (Ah)","Verse 1","Miss Americana & The Heartbreak Prince","Lover"
"6745",9,"No cameras catch my pageant smile","Pre-Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6746",10,"I counted days, I counted miles","Pre-Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6747",11,"To see you there, to see you there","Pre-Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6748",12,"It's been a long time coming, but","Pre-Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6749",13,"It's you and me, that's my whole world","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6750",14,"They whisper in the hallway, ""She's a bad, bad girl"" (Okay)","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6751",15,"The whole school is rolling fake dice","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6752",16,"You play stupid games, you win stupid prizes","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6753",17,"It's you and me, there's nothing like this","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6754",18,"Miss Americana and The Heartbreak Prince (Okay)","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6755",19,"We're so sad, we paint the town blue","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6756",20,"Voted most likely to run away with you","Chorus","Miss Americana & The Heartbreak Prince","Lover"
"6757",21,"My team is losing, battered and bruising","Verse 2","Miss Americana & The Heartbreak Prince","Lover"
